state,college_votes_available,per_capita_income_2020,income_change_over_year,unemployment_010920,unemployment_change_over_year,adult_gun_at_home_perc,health_insured,hispanic,black,percent_high_school_or_higher,percent_bachelors_or_higher,adults_65plus,states_deaths_prop_cases,covid_cases_perc_state_popn,net_int_migration,party2020,party2016
us_mean,10.7,59410.22,10.01,7.18,108.38,38.44,91.51,12.27,11.18,89.2,30.65,0.17,2.22,2.84,1.4,NA,NA
